input_vis,input_category,model0,model1
https://raw.githubusercontent.com/omriav/public/master/amt_data/021/input_visualizations.jpg,bird,https://raw.githubusercontent.com/omriav/public/master/amt_data/021/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/021/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/022/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/022/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/022/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/023/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/023/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/023/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/024/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/024/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/024/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/025/input_visualizations.jpg,fireplug,https://raw.githubusercontent.com/omriav/public/master/amt_data/025/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/025/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/026/input_visualizations.jpg,bench,https://raw.githubusercontent.com/omriav/public/master/amt_data/026/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/026/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/027/input_visualizations.jpg,kite,https://raw.githubusercontent.com/omriav/public/master/amt_data/027/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/027/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/028/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/028/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/028/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/029/input_visualizations.jpg,sheep,https://raw.githubusercontent.com/omriav/public/master/amt_data/029/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/029/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/030/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/030/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/030/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/031/input_visualizations.jpg,airplane,https://raw.githubusercontent.com/omriav/public/master/amt_data/031/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/031/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/032/input_visualizations.jpg,suitcase,https://raw.githubusercontent.com/omriav/public/master/amt_data/032/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/032/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/033/input_visualizations.jpg,bird,https://raw.githubusercontent.com/omriav/public/master/amt_data/033/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/033/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/034/input_visualizations.jpg,fire hydrant,https://raw.githubusercontent.com/omriav/public/master/amt_data/034/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/034/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/035/input_visualizations.jpg,bench,https://raw.githubusercontent.com/omriav/public/master/amt_data/035/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/035/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/036/input_visualizations.jpg,cock,https://raw.githubusercontent.com/omriav/public/master/amt_data/036/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/036/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/037/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/037/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/037/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/038/input_visualizations.jpg,cow,https://raw.githubusercontent.com/omriav/public/master/amt_data/038/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/038/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/039/input_visualizations.jpg,bird,https://raw.githubusercontent.com/omriav/public/master/amt_data/039/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/039/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/040/input_visualizations.jpg,bird,https://raw.githubusercontent.com/omriav/public/master/amt_data/040/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/040/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/041/input_visualizations.jpg,bench,https://raw.githubusercontent.com/omriav/public/master/amt_data/041/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/041/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/042/input_visualizations.jpg,fireplug,https://raw.githubusercontent.com/omriav/public/master/amt_data/042/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/042/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/043/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/043/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/043/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/044/input_visualizations.jpg,cow,https://raw.githubusercontent.com/omriav/public/master/amt_data/044/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/044/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/045/input_visualizations.jpg,boat,https://raw.githubusercontent.com/omriav/public/master/amt_data/045/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/045/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/046/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/046/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/046/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/047/input_visualizations.jpg,refrigerator,https://raw.githubusercontent.com/omriav/public/master/amt_data/047/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/047/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/048/input_visualizations.jpg,television receiver,https://raw.githubusercontent.com/omriav/public/master/amt_data/048/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/048/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/049/input_visualizations.jpg,donut,https://raw.githubusercontent.com/omriav/public/master/amt_data/049/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/049/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/050/input_visualizations.jpg,person,https://raw.githubusercontent.com/omriav/public/master/amt_data/050/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/050/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/051/input_visualizations.jpg,bear,https://raw.githubusercontent.com/omriav/public/master/amt_data/051/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/051/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/052/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/052/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/052/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/053/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/053/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/053/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/054/input_visualizations.jpg,airplane,https://raw.githubusercontent.com/omriav/public/master/amt_data/054/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/054/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/055/input_visualizations.jpg,bear,https://raw.githubusercontent.com/omriav/public/master/amt_data/055/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/055/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/056/input_visualizations.jpg,fire hydrant,https://raw.githubusercontent.com/omriav/public/master/amt_data/056/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/056/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/057/input_visualizations.jpg,fire hydrant,https://raw.githubusercontent.com/omriav/public/master/amt_data/057/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/057/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/058/input_visualizations.jpg,zebra,https://raw.githubusercontent.com/omriav/public/master/amt_data/058/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/058/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/059/input_visualizations.jpg,bench,https://raw.githubusercontent.com/omriav/public/master/amt_data/059/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/059/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/060/input_visualizations.jpg,sheep,https://raw.githubusercontent.com/omriav/public/master/amt_data/060/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/060/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/061/input_visualizations.jpg,giraffe,https://raw.githubusercontent.com/omriav/public/master/amt_data/061/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/061/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/062/input_visualizations.jpg,fire hydrant,https://raw.githubusercontent.com/omriav/public/master/amt_data/062/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/062/self_guidance.jpg
https://raw.githubusercontent.com/omriav/public/master/amt_data/063/input_visualizations.jpg,elephant,https://raw.githubusercontent.com/omriav/public/master/amt_data/063/ours.jpg,https://raw.githubusercontent.com/omriav/public/master/amt_data/063/self_guidance.jpg
